Column,Response,Predictor,Datatype,LevelOfMeasurement,Is_NDS,Is_ECG,Is_EEG,Is_Burst,Is_20Mins,Is_40Mins,Is_60Mins,Is_Elec1,Is_Elec2,Is_Power,Is_Entropy,Is_Shannon,Is_Tsallis,Is_Frac,Is_Delta,Is_Theta,Is_Alpha,Is_Beta,Is_Gamma,Is_SuperGamma,Is_Total
Elec1EntFracTsallisSuperGammaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTsallisSuperGammaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
Elec1EntFracTotalShannonAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalShannonSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec1EntFracTotalTsallisSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Elec2EntFracShannonAllAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracShannonAllSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracTsallisAllSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Elec2EntFracShannonDeltaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracShannonDeltaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
Elec2EntFracTsallisDeltaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
